word_index,word,start,end,speech_region_index,sentence_index
0,the,0.570000,0.650000,0,-1
1,garden,0.650000,1.070000,0,-1
2,contains,1.070000,1.550000,0,-1
3,roses,1.550000,2.180000,0,-1
4,lilies,2.420000,3.010000,1,-1
5,tulips,3.390000,4.050000,2,-1
6,sunflowers,4.250000,5.190000,3,-1
7,lavender,5.490000,6.230000,4,-1
8,mint,6.280000,6.720000,4,-1
9,thyme,7.050000,7.600000,5,-1
10,and,7.640000,7.810000,5,-1
11,tall,7.810000,8.200000,5,-1
12,green,8.200000,8.520000,5,-1
13,grass,8.520000,9.070000,5,-1
