EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,09_Oh,OOO,london,0,0,0.0126923,0.045,0.0598727,0.82,SimpleBudgetV1
1,09_Oh,OOO,london,0,0,0.0369231,0.0969231,0.138905,0.82,SimpleBudgetV1
2,07_Aa,AAA,has,1,0,0.141189,0.162587,0.315257,0.86,SimpleBudgetV1
3,24_Tongue_Th,FVS,the,2,0,0.181469,0.194056,0.389717,0.42,SimpleBudgetV1
4,06_Eh,EEE,the,2,0,0.206014,0.228671,0.451114,0.74,SimpleBudgetV1
5,07_Aa,AAA,largest,3,0,0.24983,0.282138,0.552073,0.86,SimpleBudgetV1
6,07_Aa,AAA,largest,3,0,0.278182,0.338182,0.639658,0.86,SimpleBudgetV1
7,06_Eh,EEE,english,4,0,0.34972,0.382028,0.759404,0.74,SimpleBudgetV1
8,06_Eh,EEE,english,4,0,0.393566,0.453566,0.879149,0.74,SimpleBudgetV1
9,14_ChJjSh,FVS,english,4,0,0.435105,0.462797,0.931837,0.695441,SimpleBudgetV1
10,22_MBP,MBP,speaking,5,0,0.48076,0.511809,1.03008,1,SimpleBudgetV1
11,14_ChJjSh,FVS,speaking,5,0,0.527657,0.556119,1.12474,0.661,SimpleBudgetV1
12,03_Ee,EEE,speaking,5,0,0.513427,0.580699,1.13548,0.86,SimpleBudgetV1
13,04_Ih,EEE,speaking,5,0,0.558706,0.597517,1.19992,0.64,SimpleBudgetV1
14,22_MBP,MBP,population,6,0,0.597692,0.642168,1.28672,1,SimpleBudgetV1
15,07_Aa,AAA,population,6,0,0.660699,0.757063,1.47134,0.86,SimpleBudgetV1
16,04_Ih,EEE,population,6,0,0.72,0.779301,1.55596,0.72,SimpleBudgetV1
17,04_Ih,EEE,in,7,0,0.812517,0.833916,1.70866,0.22,SimpleBudgetV1
18,24_Tongue_Th,FVS,the,8,0,0.852797,0.865385,1.78312,0.42,SimpleBudgetV1
19,06_Eh,EEE,the,8,0,0.877343,0.9,1.84451,0.74,SimpleBudgetV1
20,12_Ww-Oo-,WUH,world,9,0,0.910839,0.938811,1.91956,1,SimpleBudgetV1
21,09_Oh,OOO,world,9,0,0.940559,0.986014,1.99939,0.82,SimpleBudgetV1
