index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.186500,0.254000,0.321500,03_Ee,ethiopia,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
1,0.541500,0.609000,0.676500,09_Oh,ethiopia,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
2,0.632500,0.685000,0.737500,22_MBP,ethiopia,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
3,0.746500,0.814000,0.881500,03_Ee,ethiopia,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,1.091500,1.159000,1.226500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,1.416500,1.484000,1.551500,06_Eh,ancient,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.619500,1.667000,1.714500,14_ChJjSh,ancient,2,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
7,2.021500,2.089000,2.156500,11_Oo,ruins,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,2.331500,2.399000,2.466500,07_Aa,and,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.726500,2.794000,2.861500,03_Ee,delicious,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
10,2.804500,2.852000,2.899500,14_ChJjSh,delicious,5,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
11,3.151500,3.219000,3.286500,07_Aa,coffee,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
12,3.265000,3.315000,3.365000,20_FV,coffee,6,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
13,3.386500,3.454000,3.521500,03_Ee,coffee,6,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,3.963800,4.031300,4.098800,12_Ww-Oo-,want,7,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
15,4.211500,4.279000,4.346500,07_Aa,want,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,4.396500,4.464000,4.531500,11_Oo,to,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
17,4.649000,4.704000,4.759000,05_Ay,try,9,1,1,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
18,4.806500,4.874000,4.941500,07_Aa,some,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
19,4.871500,4.924000,4.976500,22_MBP,some,10,1,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
20,4.929500,4.977000,5.024500,14_ChJjSh,chips,11,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
21,5.046500,5.114000,5.181500,03_Ee,chips,11,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
22,5.162500,5.215000,5.267500,22_MBP,chips,11,1,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
