start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.050000,0.140000,K,K,cool,1.0,0,0,0,-1,K,0,mfa_textgrid_phone
0.140000,0.380000,UW1,UW1,cool,1.0,0,0,0,-1,UW1,1,mfa_textgrid_phone
0.380000,0.530000,L,L,cool,1.0,0,0,0,-1,L,2,mfa_textgrid_phone
0.890000,0.980000,M,M,maybe,1.0,1,1,1,-1,M,0,mfa_textgrid_phone
0.980000,1.050000,EY1,EY1,maybe,1.0,1,1,1,-1,EY1,1,mfa_textgrid_phone
1.050000,1.110000,B,B,maybe,1.0,1,1,1,-1,B,2,mfa_textgrid_phone
1.110000,1.150000,IY0,IY0,maybe,1.0,1,1,1,-1,IY0,3,mfa_textgrid_phone
1.150000,1.240000,SH,SH,she'd,1.0,2,1,1,-1,SH,0,mfa_textgrid_phone
1.240000,1.300000,IY1,IY1,she'd,1.0,2,1,1,-1,IY1,1,mfa_textgrid_phone
1.300000,1.350000,D,D,she'd,1.0,2,1,1,-1,D,2,mfa_textgrid_phone
1.350000,1.380000,L,L,like,1.0,3,1,1,-1,L,0,mfa_textgrid_phone
1.380000,1.450000,AY1,AY1,like,1.0,3,1,1,-1,AY1,1,mfa_textgrid_phone
1.450000,1.500000,K,K,like,1.0,3,1,1,-1,K,2,mfa_textgrid_phone
1.500000,1.560000,AH0,AH0,a,1.0,4,1,1,-1,AH0,0,mfa_textgrid_phone
1.560000,1.700000,S,S,set,1.0,5,1,1,-1,S,0,mfa_textgrid_phone
1.700000,1.790000,EH1,EH1,set,1.0,5,1,1,-1,EH1,1,mfa_textgrid_phone
1.790000,1.860000,T,T,set,1.0,5,1,1,-1,T,2,mfa_textgrid_phone
1.860000,1.940000,F,F,for,1.0,6,1,1,-1,F,0,mfa_textgrid_phone
1.940000,1.980000,R,R,for,1.0,6,1,1,-1,R,1,mfa_textgrid_phone
1.980000,2.050000,ER0,ER0,for,1.0,6,1,1,-1,ER0,2,mfa_textgrid_phone
2.050000,2.100000,AH0,AH0,a,1.0,7,1,1,-1,AH0,0,mfa_textgrid_phone
2.100000,2.200000,K,K,conversation,1.0,8,1,1,-1,K,0,mfa_textgrid_phone
2.200000,2.280000,AA2,AA2,conversation,1.0,8,1,1,-1,AA2,1,mfa_textgrid_phone
2.280000,2.320000,N,N,conversation,1.0,8,1,1,-1,N,2,mfa_textgrid_phone
2.320000,2.360000,V,V,conversation,1.0,8,1,1,-1,V,3,mfa_textgrid_phone
2.360000,2.410000,ER0,ER0,conversation,1.0,8,1,1,-1,ER0,4,mfa_textgrid_phone
2.410000,2.520000,S,S,conversation,1.0,8,1,1,-1,S,5,mfa_textgrid_phone
2.520000,2.620000,EY1,EY1,conversation,1.0,8,1,1,-1,EY1,6,mfa_textgrid_phone
2.620000,2.720000,SH,SH,conversation,1.0,8,1,1,-1,SH,7,mfa_textgrid_phone
2.720000,2.760000,AH0,AH0,conversation,1.0,8,1,1,-1,AH0,8,mfa_textgrid_phone
2.760000,2.810000,N,N,conversation,1.0,8,1,1,-1,N,9,mfa_textgrid_phone
2.810000,2.910000,S,S,starter,1.0,9,1,1,-1,S,0,mfa_textgrid_phone
2.910000,2.960000,T,T,starter,1.0,9,1,1,-1,T,1,mfa_textgrid_phone
2.960000,3.030000,AA1,AA1,starter,1.0,9,1,1,-1,AA1,2,mfa_textgrid_phone
3.030000,3.090000,R,R,starter,1.0,9,1,1,-1,R,3,mfa_textgrid_phone
3.090000,3.130000,T,T,starter,1.0,9,1,1,-1,T,4,mfa_textgrid_phone
3.130000,3.280000,ER0,ER0,starter,1.0,9,1,1,-1,ER0,5,mfa_textgrid_phone
