index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.039200,0.106700,0.174200,07_Aa,armenia,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.182500,0.235000,0.287500,22_MBP,armenia,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,0.296500,0.364000,0.431500,03_Ee,armenia,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.814000,0.869000,0.924000,05_Ay,is,1,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.016500,1.084000,1.151500,07_Aa,the,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,1.140000,1.190000,1.240000,20_FV,first,3,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
6,1.286500,1.354000,1.421500,06_Eh,first,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,1.656500,1.724000,1.791500,07_Aa,country,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
8,1.951500,2.019000,2.086500,03_Ee,country,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
9,2.041500,2.109000,2.176500,03_Ee,in,5,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
10,2.286500,2.354000,2.421500,07_Aa,the,6,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.376500,2.444000,2.511500,12_Ww-Oo-,world,7,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
12,2.441500,2.509000,2.576500,06_Eh,world,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,2.741500,2.809000,2.876500,11_Oo,to,8,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
14,2.971500,3.039000,3.106500,07_Aa,adopt,9,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,3.036500,3.089000,3.141500,22_MBP,adopt,9,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
16,3.291500,3.359000,3.426500,03_Ee,christianity,10,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
17,3.519500,3.567000,3.614500,14_ChJjSh,christianity,10,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
18,3.591500,3.659000,3.726500,03_Ee,christianity,10,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
19,3.651500,3.719000,3.786500,07_Aa,christianity,10,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
20,3.976500,4.044000,4.111500,03_Ee,christianity,10,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
21,4.361500,4.429000,4.496500,06_Eh,as,11,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
22,4.471500,4.539000,4.606500,03_Ee,its,12,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
23,4.850000,4.900000,4.950000,20_FV,official,13,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
24,4.891500,4.959000,5.026500,03_Ee,official,13,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
25,4.979500,5.027000,5.074500,14_ChJjSh,official,13,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
26,5.421500,5.489000,5.556500,03_Ee,religion,14,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
27,5.491500,5.539000,5.586500,14_ChJjSh,religion,14,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
