index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,06_Eh,grenada,0,0,0,0.080357,0.920000,EY,4,cmu_eh_vowel
1,07_Aa,has,1,0,0,0.150000,0.920000,AE,1,cmu_open_vowel
2,22_MBP,beautiful,2,0,0,0.182812,1.000000,B,0,cmu_bilabial
3,11_Oo,beautiful,2,0,0,0.214062,0.920000,UW,2,cmu_oo_vowel
4,20_FV,beautiful,2,0,0,0.260938,0.960000,F,5,cmu_fv
5,22_MBP,beaches,3,0,0,0.307500,1.000000,B,0,cmu_bilabial
6,03_Ee,beaches,3,0,0,0.322500,0.920000,IY,1,cmu_front_vowel
7,14_ChJjSh,beaches,3,0,0,0.337500,0.820000,CH,2,cmu_affricate_sibilant
8,07_Aa,and,4,0,0,0.383333,0.500000,AH,0,cmu_open_vowel
9,22_MBP,spicy,5,0,0,0.447500,1.000000,P,1,cmu_bilabial
10,05_Ay,spicy,5,0,0,0.462500,0.940000,AY,2,cmu_ay
11,03_Ee,spicy,5,0,0,0.492500,0.500000,IY,4,cmu_front_vowel
12,12_Ww-Oo-,cuisine,6,0,0,0.525000,0.880000,W,1,cmu_w
13,03_Ee,cuisine,6,0,0,0.575000,0.920000,IY,4,cmu_front_vowel
14,12_Ww-Oo-,want,7,1,1,0.606250,0.880000,W,0,cmu_w
15,07_Aa,want,7,1,1,0.618750,0.920000,AA,1,cmu_open_vowel
16,07_Aa,a,8,1,1,0.675000,0.500000,AH,0,cmu_open_vowel
17,07_Aa,sandwich,9,1,1,0.721429,0.920000,AE,1,cmu_open_vowel
18,12_Ww-Oo-,sandwich,9,1,1,0.764286,0.880000,W,4,cmu_w
19,14_ChJjSh,sandwich,9,1,1,0.792857,0.820000,CH,6,cmu_affricate_sibilant
20,11_Oo,to,10,1,1,0.837500,0.920000,UW,1,cmu_oo_vowel
21,09_Oh,go,11,1,1,0.887500,0.920000,OW,1,cmu_oh_vowel
22,12_Ww-Oo-,with,12,1,1,0.908333,0.880000,W,0,cmu_w
23,03_Ee,with,12,1,1,0.925000,0.920000,IH,1,cmu_front_vowel
24,07_Aa,that,13,1,1,0.975000,0.920000,AE,1,cmu_open_vowel
