index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.646500,0.714000,0.781500,06_Eh,grenada,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
1,0.971500,1.039000,1.106500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
2,1.132500,1.185000,1.237500,22_MBP,beautiful,2,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
3,1.321500,1.389000,1.456500,11_Oo,beautiful,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
4,1.565000,1.615000,1.665000,20_FV,beautiful,2,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
5,1.747500,1.800000,1.852500,22_MBP,beaches,3,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
6,1.856500,1.924000,1.991500,03_Ee,beaches,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,1.964500,2.012000,2.059500,14_ChJjSh,beaches,3,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
8,2.426500,2.494000,2.561500,07_Aa,and,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.657500,2.710000,2.762500,22_MBP,spicy,5,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
10,2.799000,2.854000,2.909000,05_Ay,spicy,5,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.986500,3.054000,3.121500,03_Ee,spicy,5,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,3.131500,3.199000,3.266500,12_Ww-Oo-,cuisine,6,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
13,3.366500,3.434000,3.501500,03_Ee,cuisine,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,4.573800,4.641300,4.708800,12_Ww-Oo-,want,7,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
15,4.623800,4.691300,4.758801,07_Aa,want,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,4.751500,4.819000,4.886500,07_Aa,a,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,4.951500,5.019000,5.086500,07_Aa,sandwich,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
18,5.106500,5.174000,5.241500,12_Ww-Oo-,sandwich,9,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
19,5.239500,5.287000,5.334500,14_ChJjSh,sandwich,9,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
20,5.411500,5.479000,5.546500,11_Oo,to,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
21,5.511500,5.579000,5.646500,09_Oh,go,11,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
22,5.566500,5.634000,5.701500,12_Ww-Oo-,with,12,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
23,5.651500,5.719000,5.786500,03_Ee,with,12,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
24,5.906500,5.974000,6.041500,07_Aa,that,13,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
