word_index,word,start,end,speech_region_index,sentence_index
0,the,0.060000,0.170000,0,-1
1,day,0.170000,0.450000,0,-1
2,of,0.450000,0.580000,0,-1
3,the,0.580000,0.670000,0,-1
4,dead,0.670000,1.030000,0,-1
5,in,1.030000,1.220000,0,-1
6,mexico,1.220000,1.780000,0,-1
7,or,1.780000,1.940000,0,-1
8,the,1.940000,2.040000,0,-1
9,firewalk,2.040000,2.690000,0,-1
10,festival,2.690000,3.200000,0,-1
11,in,3.230000,3.390000,0,-1
12,new,3.390000,3.570000,0,-1
13,orleans,3.570000,4.050000,0,-1
14,each,4.270000,4.530000,1,-1
15,has,4.530000,4.770000,1,-1
16,its,4.770000,4.930000,1,-1
17,own,4.980000,5.230000,1,-1
18,flair,5.230000,5.750000,1,-1
