word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,day,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,day,2,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,of,3,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,the,4,dead,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,dead,5,in,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,in,6,mexico,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,mexico,7,or,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,or,8,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,the,9,firewalk,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,firewalk,10,festival,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,festival,11,in,,,none,0,none,0.030000,0.030000,0.000000,0.030000,0,0
11,in,12,new,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
12,new,13,orleans,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
13,orleans,14,each,.,.,region_break,1,hard_punctuation_with_lull,0.220000,0.220000,0.220000,0.220000,0,1
14,each,15,has,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
15,has,16,its,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
16,its,17,own,,,none,0,none,0.050000,0.050000,0.000000,0.050000,1,1
17,own,18,flair,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
