start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.310000,0.460000,R,red,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.460000,0.680000,EH1,red,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.680000,0.870000,D,red,1.0,0,0,2,0,-1,mfa_textgrid_phone
1.220000,1.380000,AO1,orange,1.0,1,1,0,1,-1,mfa_textgrid_phone
1.380000,1.500000,R,orange,1.0,1,1,1,1,-1,mfa_textgrid_phone
1.500000,1.590000,IH0,orange,1.0,1,1,2,1,-1,mfa_textgrid_phone
1.590000,1.710000,N,orange,1.0,1,1,3,1,-1,mfa_textgrid_phone
1.710000,1.920000,JH,orange,1.0,1,1,4,1,-1,mfa_textgrid_phone
2.130000,2.280000,Y,yellow,1.0,2,2,0,2,-1,mfa_textgrid_phone
2.280000,2.350000,EH1,yellow,1.0,2,2,1,2,-1,mfa_textgrid_phone
2.350000,2.460000,L,yellow,1.0,2,2,2,2,-1,mfa_textgrid_phone
2.460000,2.760000,OW0,yellow,1.0,2,2,3,2,-1,mfa_textgrid_phone
3.050000,3.100000,G,green,1.0,3,3,0,3,-1,mfa_textgrid_phone
3.100000,3.230000,R,green,1.0,3,3,1,3,-1,mfa_textgrid_phone
3.230000,3.440000,IY1,green,1.0,3,3,2,3,-1,mfa_textgrid_phone
3.440000,3.600000,N,green,1.0,3,3,3,3,-1,mfa_textgrid_phone
3.950000,3.990000,B,blue,1.0,4,4,0,4,-1,mfa_textgrid_phone
3.990000,4.100000,L,blue,1.0,4,4,1,4,-1,mfa_textgrid_phone
4.100000,4.430000,UW1,blue,1.0,4,4,2,4,-1,mfa_textgrid_phone
4.670000,4.750000,IH1,indigo,1.0,5,5,0,5,-1,mfa_textgrid_phone
4.750000,4.810000,N,indigo,1.0,5,5,1,5,-1,mfa_textgrid_phone
4.810000,4.850000,D,indigo,1.0,5,5,2,5,-1,mfa_textgrid_phone
4.850000,4.890000,IH0,indigo,1.0,5,5,3,5,-1,mfa_textgrid_phone
4.890000,4.970000,G,indigo,1.0,5,5,4,5,-1,mfa_textgrid_phone
4.970000,5.260000,OW2,indigo,1.0,5,5,5,5,-1,mfa_textgrid_phone
5.480000,5.620000,V,violet,1.0,6,6,0,6,-1,mfa_textgrid_phone
5.620000,5.750000,AY1,violet,1.0,6,6,1,6,-1,mfa_textgrid_phone
5.750000,5.830000,AH0,violet,1.0,6,6,2,6,-1,mfa_textgrid_phone
5.830000,5.880000,L,violet,1.0,6,6,3,6,-1,mfa_textgrid_phone
5.880000,5.960000,IH0,violet,1.0,6,6,4,6,-1,mfa_textgrid_phone
5.960000,6.070000,T,violet,1.0,6,6,5,6,-1,mfa_textgrid_phone
6.380000,6.470000,N,need,1.0,7,7,0,7,-1,mfa_textgrid_phone
6.470000,6.570000,IY1,need,1.0,7,7,1,7,-1,mfa_textgrid_phone
6.570000,6.610000,D,need,1.0,7,7,2,7,-1,mfa_textgrid_phone
6.610000,6.680000,EH1,anything,1.0,8,7,0,7,-1,mfa_textgrid_phone
6.680000,6.730000,N,anything,1.0,8,7,1,7,-1,mfa_textgrid_phone
6.730000,6.770000,IY0,anything,1.0,8,7,2,7,-1,mfa_textgrid_phone
6.770000,6.840000,TH,anything,1.0,8,7,3,7,-1,mfa_textgrid_phone
6.840000,6.880000,IH2,anything,1.0,8,7,4,7,-1,mfa_textgrid_phone
6.880000,6.950000,NG,anything,1.0,8,7,5,7,-1,mfa_textgrid_phone
6.950000,7.010000,EH1,else,1.0,9,7,0,7,-1,mfa_textgrid_phone
7.010000,7.110000,L,else,1.0,9,7,1,7,-1,mfa_textgrid_phone
7.110000,7.310000,S,else,1.0,9,7,2,7,-1,mfa_textgrid_phone
