EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,24_Tongue_Th,FVS,the,0,0,0.0015534,0.0115534,0.0219733,0.42,SimpleBudgetV1
1,06_Eh,EEE,the,0,0,0.0192233,0.0349515,0.0908228,0.74,SimpleBudgetV1
2,22_MBP,MBP,democratic,1,0,0.0604126,0.0912864,0.25432,1,SimpleBudgetV1
3,24_Tongue_Th,FVS,democratic,1,0,0.096432,0.124733,0.370778,0.42,SimpleBudgetV1
4,07_Aa,AAA,democratic,1,0,0.0848544,0.151748,0.396658,0.86,SimpleBudgetV1
5,07_Aa,AAA,democratic,1,0,0.129879,0.168471,0.500176,0.86,SimpleBudgetV1
6,06_Eh,EEE,republic,2,0,0.177791,0.206189,0.643735,0.74,SimpleBudgetV1
7,22_MBP,MBP,republic,2,0,0.193356,0.219569,0.692259,1,SimpleBudgetV1
8,10_Or,OOO,republic,2,0,0.213835,0.244417,0.76825,0.22,SimpleBudgetV1
9,06_Eh,EEE,republic,2,0,0.207282,0.264078,0.790223,0.74,SimpleBudgetV1
10,04_Ih,EEE,republic,2,0,0.243598,0.27855,0.87537,0.72,SimpleBudgetV1
11,09_Oh,OOO,of,3,0,0.299466,0.31432,1.029,0.82,SimpleBudgetV1
12,20_FV,FVS,of,3,0,0.309078,0.319563,1.0539,1,SimpleBudgetV1
13,09_Oh,OOO,congo,4,0,0.338058,0.360485,1.17109,0.82,SimpleBudgetV1
14,09_Oh,OOO,congo,4,0,0.350874,0.392524,1.24629,0.82,SimpleBudgetV1
15,09_Oh,OOO,congo,4,0,0.384515,0.410146,1.33223,0.82,SimpleBudgetV1
16,04_Ih,EEE,is,5,0,0.423252,0.438107,1.44405,0.22,SimpleBudgetV1
17,24_Tongue_Th,FVS,the,6,0,0.450583,0.460583,1.52755,0.42,SimpleBudgetV1
18,06_Eh,EEE,the,6,0,0.468252,0.483981,1.5964,0.74,SimpleBudgetV1
19,06_Eh,EEE,second,7,0,0.501529,0.523956,1.7192,0.74,SimpleBudgetV1
20,06_Eh,EEE,second,7,0,0.518349,0.56,1.80783,0.74,SimpleBudgetV1
21,07_Aa,AAA,largest,8,0,0.578766,0.601193,1.97817,0.86,SimpleBudgetV1
22,07_Aa,AAA,largest,8,0,0.598447,0.640097,2.07639,0.86,SimpleBudgetV1
23,09_Oh,OOO,country,9,0,0.664584,0.687011,2.26592,0.82,SimpleBudgetV1
24,09_Oh,OOO,country,9,0,0.678544,0.720194,2.34495,0.82,SimpleBudgetV1
25,03_Ee,EEE,country,9,0,0.713786,0.739417,2.43626,0.86,SimpleBudgetV1
26,04_Ih,EEE,in,10,0,0.750922,0.765777,2.54271,0.22,SimpleBudgetV1
27,07_Aa,AAA,africa,11,0,0.77106,0.798924,2.63204,0.86,SimpleBudgetV1
28,20_FV,FVS,africa,11,0,0.789636,0.813519,2.68765,1,SimpleBudgetV1
29,10_Or,OOO,africa,11,0,0.814514,0.842379,2.77774,0.22,SimpleBudgetV1
30,07_Aa,AAA,africa,11,0,0.808544,0.860291,2.79776,0.86,SimpleBudgetV1
31,07_Aa,AAA,africa,11,0,0.843374,0.873228,2.87785,0.86,SimpleBudgetV1
32,22_MBP,MBP,by,12,0,0.87534,0.885825,2.95255,1,SimpleBudgetV1
33,03_Ee,EEE,by,12,0,0.894126,0.90898,3.02287,0.86,SimpleBudgetV1
34,07_Aa,AAA,area,13,0,0.918701,0.941129,3.11796,0.86,SimpleBudgetV1
35,03_Ee,EEE,area,13,0,0.945534,0.987184,3.24016,0.86,SimpleBudgetV1
