word_index,word,start,end,speech_region_index,sentence_index
0,we,0.500000,0.670000,0,-1
1,missed,0.670000,1.040000,0,-1
2,the,1.040000,1.230000,0,-1
3,early,1.230000,1.510000,0,-1
4,bus,1.510000,2.050000,0,-1
5,shall,2.750000,3.130000,1,-1
6,we,3.130000,3.250000,1,-1
7,walk,3.250000,3.770000,1,-1
8,or,4.650000,4.780000,2,-1
9,would,4.780000,5.000000,2,-1
10,you,5.000000,5.120000,2,-1
11,rather,5.120000,5.550000,2,-1
12,wait,5.550000,5.820000,2,-1
13,for,5.820000,5.960000,2,-1
14,the,5.960000,6.060000,2,-1
15,next,6.060000,6.420000,2,-1
16,one,6.420000,6.696875,2,-1
