word_index,word,start,end,speech_region_index,sentence_index
0,before,0.540000,0.880000,0,-1
1,you,0.880000,1.040000,0,-1
2,make,1.040000,1.230000,0,-1
3,a,1.230000,1.280000,0,-1
4,decision,1.280000,2.060000,0,-1
5,compare,2.120000,2.580000,0,-1
6,the,2.580000,2.680000,0,-1
7,two,2.680000,2.880000,0,-1
8,estimates,2.880000,3.510000,0,-1
9,ask,3.870000,4.240000,1,-1
10,what,4.240000,4.380000,1,-1
11,each,4.410000,4.670000,1,-1
12,price,4.670000,4.980000,1,-1
13,includes,4.980000,5.660000,1,-1
14,confirm,5.940000,6.400000,2,-1
15,the,6.400000,6.480000,2,-1
16,delivery,6.480000,6.960000,2,-1
17,date,6.960000,7.310000,2,-1
18,and,7.630000,7.820000,3,-1
19,write,7.820000,8.050000,3,-1
20,down,8.050000,8.280000,3,-1
21,any,8.280000,8.580000,3,-1
22,promise,8.580000,9.120000,3,-1
23,that,9.120000,9.290000,3,-1
24,could,9.290000,9.410000,3,-1
25,affect,9.410000,9.850000,3,-1
26,the,9.850000,9.920000,3,-1
27,final,9.920000,10.270000,3,-1
28,cost,10.270000,10.850000,3,-1
