EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,baghdad,0,0,0,0.0324107,0.0263659,1,SimpleBudgetV1
1,07_Aa,AAA,baghdad,0,0,0.0471428,0.12375,0.13902,0.86,SimpleBudgetV1
2,07_Aa,AAA,has,1,0,0.180268,0.207589,0.315519,0.86,SimpleBudgetV1
3,24_Tongue_Th,FVS,the,2,0,0.231696,0.247768,0.390041,0.42,SimpleBudgetV1
4,06_Eh,EEE,the,2,0,0.263036,0.291964,0.451489,0.74,SimpleBudgetV1
5,09_Oh,OOO,oldest,3,0,0.299688,0.340937,0.521145,0.82,SimpleBudgetV1
6,06_Eh,EEE,oldest,3,0,0.355179,0.431786,0.640191,0.74,SimpleBudgetV1
7,03_Ee,EEE,university,4,0,0.468973,0.539777,0.820612,0.86,SimpleBudgetV1
8,20_FV,FVS,university,4,0,0.517991,0.583348,0.895933,1,SimpleBudgetV1
9,14_ChJjSh,FVS,university,4,0,0.572455,0.632366,0.980115,0.682,SimpleBudgetV1
10,03_Ee,EEE,university,4,0,0.5425,0.684107,0.997837,0.86,SimpleBudgetV1
11,03_Ee,EEE,university,4,0,0.662321,0.749464,1.14848,0.86,SimpleBudgetV1
12,04_Ih,EEE,in,5,0,0.760625,0.787946,1.25975,0.22,SimpleBudgetV1
13,24_Tongue_Th,FVS,the,6,0,0.812054,0.828125,1.33428,0.42,SimpleBudgetV1
14,06_Eh,EEE,the,6,0,0.843393,0.872321,1.39572,0.74,SimpleBudgetV1
15,12_Ww-Oo-,WUH,world,7,0,0.886161,0.921875,1.47083,1,SimpleBudgetV1
16,09_Oh,OOO,world,7,0,0.924107,0.982143,1.55072,0.82,SimpleBudgetV1
