word_index,word,start,end,speech_region_index,sentence_index
0,can,0.550000,0.710000,0,-1
1,we,0.710000,0.830000,0,-1
2,finish,0.830000,1.240000,0,-1
3,before,1.240000,1.520000,0,-1
4,sunset,1.520000,2.080000,0,-1
5,we,2.890000,3.020000,1,-1
6,can,3.020000,3.630000,1,-1
7,if,4.140000,4.340000,2,-1
8,one,4.340000,4.640000,2,-1
9,person,4.640000,5.040000,2,-1
10,prepares,5.040000,5.470000,2,-1
11,the,5.470000,5.560000,2,-1
12,tools,5.560000,6.150000,2,-1
13,another,6.400000,6.790000,3,-1
14,clears,6.790000,7.200000,3,-1
15,the,7.200000,7.310000,3,-1
16,work,7.310000,7.560000,3,-1
17,area,7.560000,8.000000,3,-1
18,and,8.340000,8.470000,4,-1
19,the,8.470000,8.530000,4,-1
20,rest,8.530000,8.870000,4,-1
21,of,8.870000,8.960000,4,-1
22,us,8.960000,9.170000,4,-1
23,move,9.170000,9.470000,4,-1
24,the,9.470000,9.550000,4,-1
25,heavy,9.550000,9.860000,4,-1
26,boards,9.860000,10.270000,4,-1
27,together,10.270000,10.850000,4,-1
