start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.000000,0.040000,HH,hello,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.040000,0.090000,AH0,hello,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.090000,0.190000,L,hello,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.190000,0.340000,OW1,hello,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.340000,0.420000,DH,there,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.420000,0.550000,EH1,there,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.550000,0.820000,R,there,1.0,1,0,2,0,-1,mfa_textgrid_phone
1.040000,1.080000,HH,what,1.0,2,1,0,1,-1,mfa_textgrid_phone
1.080000,1.180000,W,what,1.0,2,1,1,1,-1,mfa_textgrid_phone
1.180000,1.240000,AH1,what,1.0,2,1,2,1,-1,mfa_textgrid_phone
1.240000,1.290000,T,what,1.0,2,1,3,1,-1,mfa_textgrid_phone
1.290000,1.380000,K,can,1.0,3,1,0,1,-1,mfa_textgrid_phone
1.380000,1.410000,AE1,can,1.0,3,1,1,1,-1,mfa_textgrid_phone
1.410000,1.450000,N,can,1.0,3,1,2,1,-1,mfa_textgrid_phone
1.450000,1.570000,AY1,i,1.0,4,1,0,1,-1,mfa_textgrid_phone
1.570000,1.690000,G,get,1.0,5,1,0,1,-1,mfa_textgrid_phone
1.690000,1.770000,EH1,get,1.0,5,1,1,1,-1,mfa_textgrid_phone
1.770000,1.810000,T,get,1.0,5,1,2,1,-1,mfa_textgrid_phone
1.810000,1.920000,F,for,1.0,6,1,0,1,-1,mfa_textgrid_phone
1.920000,1.960000,ER0,for,1.0,6,1,1,1,-1,mfa_textgrid_phone
1.960000,2.060000,Y,you,1.0,7,1,0,1,-1,mfa_textgrid_phone
2.060000,2.120000,UW1,you,1.0,7,1,1,1,-1,mfa_textgrid_phone
2.120000,2.200000,T,today,1.0,8,1,0,1,-1,mfa_textgrid_phone
2.200000,2.250000,AH0,today,1.0,8,1,1,1,-1,mfa_textgrid_phone
2.250000,2.300000,D,today,1.0,8,1,2,1,-1,mfa_textgrid_phone
2.300000,2.620000,EY1,today,1.0,8,1,3,1,-1,mfa_textgrid_phone
