word_index,word,start,end,speech_region_index,sentence_index
0,finland,0.000000,0.420000,0,-1
1,has,0.420000,0.650000,0,-1
2,the,0.650000,0.730000,0,-1
3,northern,0.730000,1.160000,0,-1
4,lights,1.160000,1.470000,0,-1
5,and,1.470000,1.620000,0,-1
6,lots,1.620000,1.860000,0,-1
7,of,1.860000,1.970000,0,-1
8,lakes,1.970000,2.400000,0,-1
9,want,2.780000,2.930000,1,-1
10,to,2.930000,2.980000,1,-1
11,try,2.980000,3.200000,1,-1
12,a,3.200000,3.250000,1,-1
13,sandwich,3.250000,3.860000,1,-1
