word_index,word,start,end,speech_region_index,sentence_index
0,we,0.520000,0.630000,0,-1
1,missed,0.630000,0.940000,0,-1
2,the,0.940000,1.070000,0,-1
3,early,1.070000,1.320000,0,-1
4,bus,1.320000,1.750000,0,-1
5,shall,2.760000,3.000000,1,-1
6,we,3.000000,3.090000,1,-1
7,walk,3.090000,3.520000,1,-1
8,or,4.250000,4.360000,2,-1
9,would,4.360000,4.500000,2,-1
10,you,4.500000,4.580000,2,-1
11,rather,4.580000,4.860000,2,-1
12,wait,4.860000,5.090000,2,-1
13,for,5.090000,5.200000,2,-1
14,the,5.200000,5.290000,2,-1
15,next,5.290000,5.600000,2,-1
16,one,5.600000,5.870000,2,-1
