EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,20_FV,FVS,finland,0,0,0,0.0319355,0.0288416,1,SimpleBudgetV1
1,07_Aa,AAA,finland,0,0,0.0425806,0.111774,0.139401,0.86,SimpleBudgetV1
2,22_MBP,MBP,boasts,1,0,0.131048,0.155242,0.258555,1,SimpleBudgetV1
3,07_Aa,AAA,boasts,1,0,0.165323,0.217742,0.345954,0.86,SimpleBudgetV1
4,24_Tongue_Th,FVS,the,2,0,0.2375,0.252016,0.442093,0.42,SimpleBudgetV1
5,06_Eh,EEE,the,2,0,0.265806,0.291936,0.503709,0.74,SimpleBudgetV1
6,10_Or,OOO,northernmost,3,0,0.30373,0.354536,0.594495,0.68,SimpleBudgetV1
7,24_Tongue_Th,FVS,northernmost,3,0,0.337601,0.381149,0.649119,0.42,SimpleBudgetV1
8,06_Eh,EEE,northernmost,3,0,0.364516,0.458871,0.743619,0.74,SimpleBudgetV1
9,22_MBP,MBP,northernmost,3,0,0.413206,0.456754,0.78568,1,SimpleBudgetV1
10,05_Ay,EEE,railway,4,0,0.507293,0.544551,0.949943,0.84,SimpleBudgetV1
11,03_Ee,EEE,railway,4,0,0.530484,0.599677,1.02067,0.86,SimpleBudgetV1
12,03_Ee,EEE,railway,4,0,0.580668,0.623249,1.08728,0.86,SimpleBudgetV1
13,07_Aa,AAA,station,5,0,0.649862,0.68712,1.20746,0.86,SimpleBudgetV1
14,07_Aa,AAA,station,5,0,0.663548,0.732742,1.26102,0.86,SimpleBudgetV1
15,04_Ih,EEE,station,5,0,0.694723,0.737304,1.2933,0.72,SimpleBudgetV1
16,04_Ih,EEE,in,6,0,0.78379,0.808468,1.438,0.22,SimpleBudgetV1
17,24_Tongue_Th,FVS,the,7,0,0.830242,0.844758,1.51273,0.42,SimpleBudgetV1
18,06_Eh,EEE,the,7,0,0.858548,0.884677,1.57435,0.74,SimpleBudgetV1
19,12_Ww-Oo-,WUH,world,8,0,0.897177,0.929435,1.64965,1,SimpleBudgetV1
20,09_Oh,OOO,world,8,0,0.931452,0.983871,1.72977,0.82,SimpleBudgetV1
