word_index,word,start,end,speech_region_index,sentence_index
0,if,0.520000,0.640000,0,-1
1,you,0.640000,0.740000,0,-1
2,smell,0.740000,1.080000,0,-1
3,smoke,1.080000,1.570000,0,-1
4,leave,2.020000,2.380000,1,-1
5,the,2.380000,2.460000,1,-1
6,building,2.460000,2.920000,1,-1
7,and,2.920000,3.050000,1,-1
8,call,3.050000,3.290000,1,-1
9,for,3.290000,3.460000,1,-1
10,help,3.460000,3.830000,1,-1
11,from,3.830000,4.050000,1,-1
12,a,4.050000,4.100000,1,-1
13,safe,4.100000,4.480000,1,-1
14,place,4.480000,5.000000,1,-1
