EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,05_Ay,EEE,sorabaia,0,0,0.00987926,0.0612514,0.108314,0.92,SimpleBudgetV1
1,14_ChJjSh,FVS,sorabaia,0,0,0.0849616,0.12843,0.324943,0.762,SimpleBudgetV1
2,22_MBP,MBP,sorabaia,0,0,0.0874314,0.134852,0.338482,1,SimpleBudgetV1
3,05_Ay,EEE,sorabaia,0,0,0.0632272,0.165971,0.349013,0.84,SimpleBudgetV1
4,05_Ay,EEE,sorabaia,0,0,0.128924,0.192151,0.488919,0.92,SimpleBudgetV1
5,09_Oh,OOO,sounds,1,0,0.232711,0.289791,0.795642,0.82,SimpleBudgetV1
6,04_Ih,EEE,interesting,2,0,0.307355,0.363205,1.0211,0.92,SimpleBudgetV1
7,24_Tongue_Th,FVS,interesting,2,0,0.365532,0.416729,1.19119,0.42,SimpleBudgetV1
8,14_ChJjSh,FVS,interesting,2,0,0.421383,0.47258,1.36128,0.82,SimpleBudgetV1
9,04_Ih,EEE,interesting,2,0,0.470252,0.535412,1.53138,0.86,SimpleBudgetV1
10,06_Eh,EEE,enjoy,3,1,0.594643,0.635214,1.87277,0.82,SimpleBudgetV1
11,03_Ee,EEE,enjoy,3,1,0.646806,0.722152,2.08458,0.86,SimpleBudgetV1
12,10_Or,OOO,your,4,1,0.777168,0.845225,2.4705,0.75,SimpleBudgetV1
13,07_Aa,AAA,travels,5,1,0.886567,0.927138,2.76182,0.86,SimpleBudgetV1
14,20_FV,FVS,travels,5,1,0.910165,0.94494,2.82486,1,SimpleBudgetV1
15,07_Aa,AAA,travels,5,1,0.901471,0.976817,2.86017,0.86,SimpleBudgetV1
