index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,albania,0,0,0,0.009317,0.500000,AE,0,cmu_open_vowel
1,22_MBP,albania,0,0,0,0.046584,1.000000,B,2,cmu_bilabial
2,06_Eh,albania,0,0,0,0.065217,0.920000,EY,3,cmu_eh_vowel
3,03_Ee,albania,0,0,0,0.102484,0.500000,IY,5,cmu_front_vowel
4,05_Ay,is,1,0,0,0.141304,0.940000,AY,0,cmu_ay
5,09_Oh,home,2,0,0,0.195652,0.920000,OW,1,cmu_oh_vowel
6,22_MBP,home,2,0,0,0.210145,1.000000,M,2,cmu_bilabial
7,11_Oo,to,3,0,0,0.250000,0.920000,UW,1,cmu_oo_vowel
8,07_Aa,the,4,0,0,0.293478,0.500000,AH,1,cmu_open_vowel
9,09_Oh,oldest,5,0,0,0.311594,0.920000,OW,0,cmu_oh_vowel
10,07_Aa,olive,6,0,0,0.399457,0.920000,AA,0,cmu_open_vowel
11,20_FV,olive,6,0,0,0.448370,0.960000,V,3,cmu_fv
12,03_Ee,tree,7,0,0,0.492754,0.920000,IY,2,cmu_front_vowel
13,03_Ee,in,8,0,0,0.510870,0.500000,IH,0,cmu_front_vowel
14,07_Aa,the,9,0,0,0.576087,0.500000,AH,1,cmu_open_vowel
15,12_Ww-Oo-,world,10,0,0,0.592391,0.880000,W,0,cmu_w
16,06_Eh,world,10,0,0,0.603261,0.920000,ER,1,cmu_eh_vowel
17,06_Eh,said,11,1,0,0.652174,0.920000,EH,1,cmu_eh_vowel
18,11_Oo,to,12,1,0,0.706522,0.920000,UW,1,cmu_oo_vowel
19,22_MBP,be,13,1,0,0.728261,1.000000,B,0,cmu_bilabial
20,03_Ee,be,13,1,0,0.750000,0.920000,IY,1,cmu_front_vowel
21,09_Oh,over,14,1,0,0.771739,0.920000,OW,0,cmu_oh_vowel
22,20_FV,over,14,1,0,0.793478,0.960000,V,1,cmu_fv
23,06_Eh,4,15,1,0,0.847826,0.280000,,-1,cmu_miss_conservative_single_vowel
24,06_Eh,000,16,2,0,0.891304,0.280000,,-1,cmu_miss_conservative_single_vowel
25,03_Ee,years,17,2,0,0.929348,0.920000,IH,1,cmu_front_vowel
26,09_Oh,old,18,2,0,0.963768,0.920000,OW,0,cmu_oh_vowel
