word_index,word,start,end,speech_region_index,sentence_index
0,while,0.620000,0.830000,0,-1
1,anna,0.870000,1.160000,0,-1
2,measured,1.160000,1.550000,0,-1
3,the,1.550000,1.630000,0,-1
4,wall,1.630000,2.150000,0,-1
5,ben,2.250000,2.630000,0,-1
6,moved,2.630000,2.990000,0,-1
7,the,2.990000,3.070000,0,-1
8,chairs,3.070000,3.550000,0,-1
9,and,3.550000,3.660000,0,-1
10,i,3.660000,3.770000,0,-1
11,swept,3.770000,4.210000,0,-1
12,the,4.210000,4.270000,0,-1
13,floor,4.270000,4.750000,0,-1
