ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,dar,0,0,0.117212,0.331034,0.27,0.392067,0.94,0.0510337,0.09,1.16159
1,1,06_Eh,es,1,0,0.319302,0.565778,0.504745,0.626812,0.74,0.0857786,0.09,1.16159
2,2,07_Aa,salaam,2,0,0.470869,0.741837,0.698456,0.785218,0.86,0.0618371,0.09,1.16159
3,3,07_Aa,salaam,2,0,0.558899,0.844092,0.763528,0.924656,0.86,0.0840918,0.09,1.16159
4,4,22_MBP,salaam,2,0,0.648708,0.948413,0.911229,0.985596,1,0.0684125,0.09,1.16159
5,5,07_Aa,has,3,0,0.75533,1.07226,1.04353,1.101,0.86,0.0722638,0.09,1.16159
6,6,07_Aa,a,4,0,0.900835,1.24128,1.21255,1.27001,0.86,0.0812804,0.09,1.16159
7,7,20_FV,vibrant,5,0,0.993958,1.34945,1.31227,1.38663,1,0.0694509,0.09,1.16159
8,8,22_MBP,vibrant,5,0,1.05722,1.42293,1.38575,1.46012,1,0.0629326,0.09,1.16159
9,9,07_Aa,vibrant,5,0,1.11667,1.49199,1.41142,1.57255,0.86,0.051988,0.09,1.16159
10,10,22_MBP,market,6,0,1.25538,1.65312,1.61593,1.6903,1,0.0531169,0.09,1.16159
11,11,07_Aa,market,6,0,1.29539,1.6996,1.65622,1.74298,0.86,0.0595964,0.09,1.16159
12,12,07_Aa,market,6,0,1.38342,1.80185,1.72129,1.88242,0.86,0.0818512,0.09,1.16159
13,13,06_Eh,market,6,0,1.42877,1.85453,1.80495,1.90411,0.74,0.0545281,0.09,1.16159
14,14,07_Aa,and,7,0,1.57986,1.8923,1.8648,1.9198,0.86,-0.0677012,0.09,0.924139
15,15,20_FV,friendly,8,0,1.67686,1.91655,1.88338,1.94972,1,-0.0434505,0.09,0.924139
16,16,24_Tongue_Th,friendly,8,0,1.7965,1.95655,1.92614,1.98695,0.42,-0.00345051,0.09,0.924139
17,17,03_Ee,friendly,8,0,1.81444,1.96655,1.89468,2.03841,0.86,0.00654948,0.09,0.924139
18,18,03_Ee,friendly,8,0,1.88622,1.99167,1.95021,2.03313,0.86,0.0316733,0.09,0.924139
19,19,20_FV,vibe,9,0,1.96431,2.02553,1.99803,2.05303,1,0.0655342,0.09,0.924139
20,20,06_Eh,vibe,9,0,2.05727,2.11144,2.06289,2.16,0.74,0.0714436,0.09,0.924139
21,21,22_MBP,vibe,9,0,2.06637,2.12144,2.09394,2.14894,1,0.0814435,0.09,0.924139
22,22,06_Eh,enjoy,10,1,2.57998,2.40735,2.37,2.44469,0.74,0.087347,0.09,1
23,23,03_Ee,enjoy,10,1,2.70802,2.53539,2.46603,2.60475,0.86,0.0553913,0.09,1
24,24,10_Or,your,11,1,2.94131,2.90868,2.84603,2.97133,0.3,0.0686839,0.09,1
25,25,20_FV,visit,12,1,3.05416,3.16153,3.12952,3.19354,1,0.0815308,0.09,1
26,26,04_Ih,visit,12,1,3.10217,3.26046,3.22312,3.29781,0.68,0.0604634,0.09,1
27,27,04_Ih,visit,12,1,3.17687,3.40015,3.3308,3.46951,0.270579,0.0801561,0.09,1
