EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,nagoya's,0,0,0.00597256,0.0370299,0.0520706,0.86,SimpleBudgetV1
1,14_ChJjSh,FVS,nagoya's,0,0,0.051364,0.0776433,0.156212,0.741,SimpleBudgetV1
2,07_Aa,AAA,nagoya's,0,0,0.0382244,0.100339,0.167783,0.86,SimpleBudgetV1
3,07_Aa,AAA,nagoya's,0,0,0.0800323,0.115868,0.23721,0.86,SimpleBudgetV1
4,20_FV,FVS,famous,1,0,0.119451,0.14502,0.320242,1,SimpleBudgetV1
5,07_Aa,AAA,famous,1,0,0.13117,0.161001,0.353783,0.86,SimpleBudgetV1
6,22_MBP,MBP,famous,1,0,0.151057,0.176626,0.396784,1,SimpleBudgetV1
7,09_Oh,OOO,famous,1,0,0.153543,0.208943,0.438925,0.82,SimpleBudgetV1
8,20_FV,FVS,for,2,0,0.225989,0.239935,0.564176,1,SimpleBudgetV1
9,10_Or,OOO,for,2,0,0.249814,0.269572,0.628912,0.279657,SimpleBudgetV1
10,04_Ih,EEE,its,3,0,0.309927,0.351897,0.801386,0.566917,SimpleBudgetV1
11,07_Aa,AAA,tempura,4,0,0.371429,0.405843,0.941179,0.86,SimpleBudgetV1
12,22_MBP,MBP,tempura,4,0,0.3962,0.427967,0.997963,1,SimpleBudgetV1
13,24_Tongue_Th,FVS,tempura,4,0,0.41908,0.4482,1.05017,0.42,SimpleBudgetV1
14,07_Aa,AAA,tempura,4,0,0.407167,0.475997,1.0694,0.86,SimpleBudgetV1
15,07_Aa,AAA,tempura,4,0,0.465408,0.507764,1.17839,0.86,SimpleBudgetV1
16,07_Aa,AAA,and,5,0,0.521001,0.540759,1.28566,0.86,SimpleBudgetV1
17,07_Aa,AAA,castles,6,0,0.563201,0.593031,1.40005,0.86,SimpleBudgetV1
18,07_Aa,AAA,castles,6,0,0.589379,0.644778,1.49441,0.86,SimpleBudgetV1
19,06_Eh,EEE,castles,6,0,0.621949,0.656041,1.54748,0.74,SimpleBudgetV1
20,06_Eh,EEE,enjoy,7,1,0.701953,0.731784,1.73608,0.74,SimpleBudgetV1
21,03_Ee,EEE,enjoy,7,1,0.740307,0.795706,1.85992,0.86,SimpleBudgetV1
22,10_Or,OOO,your,8,1,0.836158,0.886199,2.08556,0.36,SimpleBudgetV1
23,20_FV,FVS,visit,9,1,0.893462,0.919031,2.1947,1,SimpleBudgetV1
24,04_Ih,EEE,visit,9,1,0.910509,0.940339,2.24114,0.68,SimpleBudgetV1
25,04_Ih,EEE,visit,9,1,0.927554,0.982954,2.31339,0.278491,SimpleBudgetV1
