word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,barbecue,1,lemon,",",",",soft_pause,0,none,0.140000,0.140000,0.140000,0.140000,0,0
1,lemon,2,garlic,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,garlic,3,and,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,0,1
3,and,4,honey,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,honey,5,mustard,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,mustard,6,classic,.,.,region_break,1,hard_punctuation_with_lull,0.570000,0.570000,0.570000,0.570000,1,2
6,classic,7,choices,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,choices,8,but,",",",",region_break,1,comma_with_lull,0.340000,0.340000,0.340000,0.340000,2,3
8,but,9,they,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
9,they,10,work,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
