word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,bahamas,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,bahamas,2,are,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,are,3,known,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,known,4,for,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,for,5,their,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,their,6,crystal,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,crystal,7,clear,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,clear,8,waters,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,waters,9,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,and,10,pink,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,pink,11,sand,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
11,sand,12,beaches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
