EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,06_Eh,EEE,time,0,0,0.0157017,0.0412169,0.237922,0.74,SimpleBudgetV1
1,22_MBP,MBP,time,0,0,0.0247792,0.0365555,0.256382,1,SimpleBudgetV1
2,22_MBP,MBP,management,1,0,0.0469872,0.0719529,0.497176,1,SimpleBudgetV1
3,07_Aa,AAA,management,1,0,0.0823552,0.136448,0.914606,0.94,SimpleBudgetV1
4,07_Aa,AAA,and,2,0,0.167576,0.179588,1.45116,0.86,SimpleBudgetV1
5,18_Uh,AAA,customer,3,0,0.195486,0.223749,1.75242,0.86,SimpleBudgetV1
6,14_ChJjSh,FVS,customer,3,0,0.224632,0.244063,1.95917,0.80993,SimpleBudgetV1
7,22_MBP,MBP,customer,3,0,0.246712,0.26791,2.15115,1,SimpleBudgetV1
8,07_Aa,AAA,satisfaction,4,0,0.281943,0.308989,2.47013,0.94,SimpleBudgetV1
9,20_FV,FVS,satisfaction,4,0,0.311937,0.336902,2.71218,1,SimpleBudgetV1
10,14_ChJjSh,FVS,satisfaction,4,0,0.321472,0.344357,2.7832,0.682,SimpleBudgetV1
11,07_Aa,AAA,satisfaction,4,0,0.310029,0.364122,2.81799,0.86,SimpleBudgetV1
12,04_Ih,EEE,satisfaction,4,0,0.346784,0.380072,3.0383,0.88,SimpleBudgetV1
13,22_MBP,MBP,mostly,5,1,0.406457,0.422002,3.463,1,SimpleBudgetV1
14,09_Oh,OOO,mostly,5,1,0.414877,0.433013,3.54422,0.82,SimpleBudgetV1
15,03_Ee,EEE,mostly,5,1,0.428479,0.462159,3.72291,0.86,SimpleBudgetV1
16,03_Ee,EEE,mostly,5,1,0.456762,0.477488,3.90521,0.86,SimpleBudgetV1
17,24_Tongue_Th,FVS,though,6,2,0.499509,0.511286,4.22517,0.42,SimpleBudgetV1
18,09_Oh,OOO,though,6,2,0.515211,0.540726,4.41387,0.82,SimpleBudgetV1
19,05_Ay,EEE,i,7,2,0.559882,0.57684,4.75156,0.84,SimpleBudgetV1
20,09_Oh,OOO,could,8,2,0.598391,0.610402,5.05282,0.82,SimpleBudgetV1
21,18_Uh,AAA,use,9,2,0.620962,0.639097,5.26711,0.84,SimpleBudgetV1
22,06_Eh,EEE,use,9,2,0.639961,0.673641,5.49092,0.74,SimpleBudgetV1
23,07_Aa,AAA,a,10,2,0.698489,0.710501,5.88965,0.86,SimpleBudgetV1
24,22_MBP,MBP,bit,11,2,0.718351,0.730128,6.05471,1,SimpleBudgetV1
25,04_Ih,EEE,bit,11,2,0.735034,0.76055,6.25162,0.622073,SimpleBudgetV1
26,22_MBP,MBP,more,12,2,0.767419,0.779195,6.46493,1,SimpleBudgetV1
27,06_Eh,EEE,more,12,2,0.784102,0.809617,6.66183,0.74,SimpleBudgetV1
28,09_Oh,OOO,of,13,2,0.831953,0.843965,7.00542,0.82,SimpleBudgetV1
29,20_FV,FVS,of,13,2,0.838965,0.848965,7.05563,1,SimpleBudgetV1
30,22_MBP,MBP,both,14,2,0.851816,0.863592,7.17049,1,SimpleBudgetV1
31,09_Oh,OOO,both,14,2,0.868499,0.894014,7.36739,0.82,SimpleBudgetV1
32,24_Tongue_Th,FVS,both,14,2,0.877576,0.889352,7.38585,0.42,SimpleBudgetV1
33,24_Tongue_Th,FVS,these,15,2,0.901865,0.913641,7.5889,0.42,SimpleBudgetV1
34,06_Eh,EEE,these,15,2,0.917566,0.943081,7.7776,0.74,SimpleBudgetV1
35,05_Ay,EEE,days,16,2,0.966634,0.992149,8.18781,0.84,SimpleBudgetV1
