index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,belarus,0,0,0,0.013228,1.000000,B,0,cmu_bilabial
1,06_Eh,belarus,0,0,0,0.039683,0.500000,EH,1,cmu_eh_vowel
2,07_Aa,belarus,0,0,0,0.092593,0.920000,AA,3,cmu_open_vowel
3,05_Ay,is,1,0,0,0.203704,0.940000,AY,0,cmu_ay
4,09_Oh,known,2,0,0,0.296296,0.920000,OW,1,cmu_oh_vowel
5,20_FV,for,3,0,0,0.345679,0.960000,F,0,cmu_fv
6,09_Oh,for,3,0,0,0.370370,0.920000,AO,1,cmu_oh_vowel
7,03_Ee,its,4,0,0,0.419753,0.920000,IH,0,cmu_front_vowel
8,09_Oh,historic,5,0,0,0.585648,0.920000,AO,4,cmu_oh_vowel
9,03_Ee,cities,6,0,0,0.700000,0.920000,IH,1,cmu_front_vowel
10,07_Aa,and,7,0,0,0.790123,0.500000,AH,0,cmu_open_vowel
11,20_FV,forests,8,0,0,0.862434,0.960000,F,0,cmu_fv
12,09_Oh,forests,8,0,0,0.883598,0.920000,AO,1,cmu_oh_vowel
