index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,14_ChJjSh,chips,0,0,0,0.010556,0.820000,CH,0,cmu_affricate_sibilant
1,03_Ee,chips,0,0,0,0.027778,0.920000,IH,1,cmu_front_vowel
2,22_MBP,chips,0,0,0,0.046296,1.000000,P,2,cmu_bilabial
3,07_Aa,are,1,0,0,0.092593,0.920000,AA,0,cmu_open_vowel
4,14_ChJjSh,just,2,0,0,0.157407,0.820000,JH,0,cmu_affricate_sibilant
5,07_Aa,just,2,0,0,0.175926,0.920000,AH,1,cmu_open_vowel
6,11_Oo,two,3,0,0,0.277778,0.920000,UW,1,cmu_oo_vowel
7,07_Aa,dollars,4,0,0,0.329630,0.920000,AA,1,cmu_open_vowel
8,12_Ww-Oo-,want,5,1,1,0.416667,0.880000,W,0,cmu_w
9,07_Aa,want,5,1,1,0.435185,0.920000,AA,1,cmu_open_vowel
10,11_Oo,to,6,1,1,0.537037,0.920000,UW,1,cmu_oo_vowel
11,05_Ay,try,7,1,1,0.617284,0.940000,AY,2,cmu_ay
12,07_Aa,a,8,1,1,0.666667,0.500000,AH,0,cmu_open_vowel
13,07_Aa,sandwich,9,1,1,0.735450,0.920000,AE,1,cmu_open_vowel
14,12_Ww-Oo-,sandwich,9,1,1,0.798942,0.880000,W,4,cmu_w
15,14_ChJjSh,sandwich,9,1,1,0.841270,0.820000,CH,6,cmu_affricate_sibilant
16,03_Ee,instead,10,1,1,0.864198,0.920000,IH,0,cmu_front_vowel
17,06_Eh,instead,10,1,1,0.962963,0.920000,EH,4,cmu_eh_vowel
