index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,bosnia,0,0,0,0.019841,1.000000,B,0,cmu_bilabial
1,07_Aa,bosnia,0,0,0,0.059524,0.920000,AA,1,cmu_open_vowel
2,03_Ee,bosnia,0,0,0,0.178571,0.500000,IY,4,cmu_front_vowel
3,07_Aa,has,1,0,0,0.285714,0.920000,AE,1,cmu_open_vowel
4,22_MBP,beautiful,2,0,0,0.348214,1.000000,B,0,cmu_bilabial
5,11_Oo,beautiful,2,0,0,0.407738,0.920000,UW,2,cmu_oo_vowel
6,20_FV,beautiful,2,0,0,0.497024,0.960000,F,5,cmu_fv
7,22_MBP,mountains,3,0,0,0.585034,1.000000,M,0,cmu_bilabial
8,07_Aa,mountains,3,0,0,0.612245,0.920000,AW,1,cmu_open_vowel
9,07_Aa,and,4,0,0,0.777778,0.500000,AH,0,cmu_open_vowel
10,03_Ee,rivers,5,0,0,0.900000,0.920000,IH,1,cmu_front_vowel
11,20_FV,rivers,5,0,0,0.928571,0.960000,V,2,cmu_fv
