word_index,word,start,end,speech_region_index,sentence_index
0,we,0.860000,1.000000,0,-1
1,heard,1.000000,1.290000,0,-1
2,thunder,1.290000,1.900000,0,-1
3,heavy,2.470000,2.860000,1,-1
4,rain,2.860000,3.350000,1,-1
5,rushing,3.590000,4.080000,2,-1
6,water,4.080000,4.560000,2,-1
7,snapping,4.840000,5.390000,3,-1
8,branches,5.390000,6.100000,3,-1
9,barking,6.530000,6.950000,4,-1
10,dogs,6.950000,7.440000,4,-1
11,and,7.440000,7.620000,4,-1
12,a,7.620000,7.660000,4,-1
13,distant,7.660000,8.070000,4,-1
14,alarm,8.070000,8.600000,4,-1
