PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.483334,0,07_Aa,slovenia,0.507586,0.319281,0.86
0.5,0,07_Aa,slovenia,0.507586,0.86,0.86
0.516667,0,07_Aa,slovenia,0.507586,0.86,0.86
0.516667,1,09_Oh,slovenia,0.556086,0.0679475,0.82
0.533333,0,07_Aa,slovenia,0.507586,0.649394,0.86
0.533333,1,09_Oh,slovenia,0.556086,0.721267,0.82
0.55,0,07_Aa,slovenia,0.507586,0.0183419,0.86
0.55,1,09_Oh,slovenia,0.556086,0.82,0.82
0.55,2,20_FV,slovenia,0.601841,0.0871106,1
0.566667,1,09_Oh,slovenia,0.556086,0.550958,0.82
0.566667,2,20_FV,slovenia,0.601841,0.965,1
0.583333,1,09_Oh,slovenia,0.556086,0.344822,0.82
0.583333,2,20_FV,slovenia,0.601841,1,1
0.6,2,20_FV,slovenia,0.601841,1,1
0.6,3,14_ChJjSh,slovenia,0.639361,0.295041,0.72
0.616667,2,20_FV,slovenia,0.601841,1,1
0.616667,3,14_ChJjSh,slovenia,0.639361,0.94,0.72
0.633333,2,20_FV,slovenia,0.601841,0.986854,1
0.633333,3,14_ChJjSh,slovenia,0.639361,0.94,0.72
0.633333,4,07_Aa,slovenia,0.654002,0.162615,0.86
0.65,2,20_FV,slovenia,0.601841,0.202104,1
0.65,3,14_ChJjSh,slovenia,0.639361,0.94,0.72
0.65,4,07_Aa,slovenia,0.654002,0.61748,0.86
0.666667,3,14_ChJjSh,slovenia,0.639361,0.929408,0.72
0.666667,4,07_Aa,slovenia,0.654002,0.620213,0.86
0.683333,3,14_ChJjSh,slovenia,0.639361,0.198556,0.72
0.683333,4,07_Aa,slovenia,0.654002,0.804192,0.86
0.683333,5,07_Aa,slovenia,0.761985,0.0121783,0.86
0.7,4,07_Aa,slovenia,0.654002,0.53244,0.86
0.7,5,07_Aa,slovenia,0.761985,0.1976,0.86
0.716667,4,07_Aa,slovenia,0.654002,0.185517,0.86
0.716667,5,07_Aa,slovenia,0.761985,0.546798,0.86
0.733333,4,07_Aa,slovenia,0.654002,0.00970875,0.86
0.733333,5,07_Aa,slovenia,0.761985,0.810494,0.86
0.75,5,07_Aa,slovenia,0.761985,0.86,0.86
0.766667,5,07_Aa,slovenia,0.761985,0.86,0.86
0.783333,5,07_Aa,slovenia,0.761985,0.85572,0.86
0.8,5,07_Aa,slovenia,0.761985,0.751622,0.86
