word_index,word,start,end,speech_region_index,sentence_index
0,please,0.450000,0.810000,0,-1
1,remember,0.810000,1.250000,0,-1
2,this,1.250000,1.460000,0,-1
3,final,1.460000,1.850000,0,-1
4,point,1.850000,2.370000,0,-1
5,speed,2.700000,3.180000,1,-1
6,matters,3.180000,3.680000,1,-1
7,during,3.680000,3.970000,1,-1
8,an,3.970000,4.050000,1,-1
9,emergency,4.050000,4.830000,1,-1
10,but,5.160000,5.310000,2,-1
11,calm,5.310000,5.660000,2,-1
12,communication,5.660000,6.450000,2,-1
13,matters,6.450000,6.850000,2,-1
14,just,6.850000,7.180000,2,-1
15,as,7.180000,7.320000,2,-1
16,much,7.320000,7.770000,2,-1
17,because,8.120000,8.400000,3,-1
18,a,8.400000,8.460000,3,-1
19,clear,8.460000,8.830000,3,-1
20,instruction,8.830000,9.480000,3,-1
21,can,9.480000,9.650000,3,-1
22,prevent,9.650000,10.000000,3,-1
23,several,10.000000,10.390000,3,-1
24,people,10.390000,10.770000,3,-1
25,from,10.770000,10.980000,3,-1
26,making,10.980000,11.280000,3,-1
27,the,11.280000,11.360000,3,-1
28,same,11.360000,11.700000,3,-1
29,mistake,11.700000,12.330000,3,-1
